,TIMESTAMP,BVP,ACC_X,ACC_Y,ACC_Z,TEMP,EDA,HR,IBI,Sleep_Stage
0,1000.0,7.38,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
1,1000.015625,5.75,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
2,1000.03125,4.27,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
3,1000.046875,3.07,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
4,1000.0625,2.15,-54.0,-15.0,34.0,35.0,0.214223,90.22,0.65625,1
5,1000.078125,1.35,-54.0,-15.0,34.0,35.0,0.214223,90.22,0.65625,1
6,1000.09375,0.43,-54.0,-15.0,34.0,35.0,0.214223,90.22,0.65625,1
7,1000.109375,-0.78,-54.0,-15.0,34.0,35.0,0.214223,90.22,0.65625,1
8,1000.125,-2.32,-54.0,-15.0,34.0,35.0,0.214223,90.22,0.65625,1
9,1000.140625,-4.09,-54.0,-15.0,34.0,35.0,0.214223,90.22,0.65625,1
10,1000.15625,-5.91,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
11,1000.171875,-7.67,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
12,1000.1875,-9.34,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
13,1000.203125,-11.02,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
14,1000.21875,-12.86,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
15,1000.234375,-14.93,-54.0,-15.0,35.0,35.0,0.214223,90.22,0.65625,1
16,1000.25,-17.12,-54.0,-15.0,34.0,35.0,0.215505,90.22,0.65625,1
17,1000.265625,-19.15,-54.0,-15.0,34.0,35.0,0.215505,90.22,0.65625,1
18,1000.28125,-20.6,-54.0,-15.0,35.0,35.0,0.215505,90.22,0.65625,1
19,1000.296875,-21.12,-54.0,-15.0,35.0,35.0,0.215505,90.22,0.6875,1
20,1000.3125,-20.53,-54.0,-15.0,35.0,35.0,0.215505,90.22,0.6875,1
21,1000.328125,-18.9,-54.0,-15.0,35.0,35.0,0.215505,90.22,0.6875,1
22,1000.34375,-16.5,-56.0,-15.0,33.0,35.0,0.215505,90.22,0.6875,1
23,1000.359375,-13.65,-56.0,-15.0,33.0,35.0,0.215505,90.22,0.6875,1
24,1000.375,-10.58,-54.0,-15.0,34.0,35.0,0.215505,90.22,0.6875,1
25,1000.390625,-7.37,-54.0,-15.0,34.0,35.0,0.215505,90.22,0.6875,1
26,1000.40625,-4.01,-54.0,-15.0,34.0,35.0,0.215505,90.22,0.6875,1
27,1000.421875,-0.52,-54.0,-15.0,34.0,35.0,0.215505,90.22,0.6875,1
28,1000.4375,2.98,-54.0,-15.0,34.0,35.0,0.215505,90.22,0.6875,1
29,1000.453125,6.3,-54.0,-15.0,34.0,35.0,0.215505,90.22,0.6875,1
30,1000.46875,9.23,-54.0,-16.0,34.0,35.0,0.215505,90.22,0.6875,1
31,1000.484375,11.65,-54.0,-16.0,34.0,35.0,0.215505,90.22,0.6875,1
32,1000.5,13.52,-54.0,-16.0,34.0,35.0,0.212942,90.22,0.6875,1
33,1000.515625,14.83,-54.0,-16.0,34.0,35.0,0.212942,90.22,0.6875,1
34,1000.53125,15.56,-54.0,-16.0,34.0,35.0,0.212942,90.22,0.6875,1
35,1000.546875,15.63,-54.0,-16.0,34.0,35.0,0.212942,90.22,0.6875,1
36,1000.5625,15.01,-54.0,-16.0,34.0,35.0,0.212942,90.22,0.6875,1
37,1000.578125,13.79,-54.0,-16.0,34.0,35.0,0.212942,90.22,0.6875,1
38,1000.59375,12.16,-54.0,-15.0,34.0,35.0,0.212942,90.22,0.6875,1
39,1000.609375,10.45,-54.0,-15.0,34.0,35.0,0.212942,90.22,0.6875,1
40,1000.625,8.93,-54.0,-15.0,34.0,35.0,0.212942,90.22,0.6875,1
41,1000.640625,7.77,-54.0,-15.0,34.0,35.0,0.212942,90.22,0.6875,1
42,1000.65625,6.98,-54.0,-15.0,34.0,35.0,0.212942,90.22,0.6875,1
43,1000.671875,6.46,-54.0,-15.0,34.0,35.0,0.212942,90.22,0.6875,1
44,1000.6875,6.06,-54.0,-16.0,34.0,35.0,0.212942,90.22,0.6875,1
45,1000.703125,5.63,-54.0,-16.0,34.0,35.0,0.212942,90.22,0.6875,1
46,1000.71875,5.07,-55.0,-15.0,34.0,35.0,0.212942,90.22,0.6875,1
47,1000.734375,4.3,-55.0,-15.0,34.0,35.0,0.212942,90.22,0.6875,1
48,1000.75,3.28,-53.0,-15.0,35.0,35.0,0.218067,90.22,0.6875,1
49,1000.765625,2.01,-53.0,-15.0,35.0,35.0,0.218067,90.22,0.6875,1
